Ontology ID,label,has curation status,alternative term,definition,definition source,example of usage,editor note,term editor,ontology term requester,term tracker item,logical type,logical note,parent class,associated axioms
ID,A rdfs:label,A has curation status,An alternative term SPLIT=|,A definition SPLIT=|,A definition source SPLIT=|,An example of usage SPLIT=|,A editor note SPLIT=|,A term editor SPLIT=|,A ontology term requester,A term tracker item,CLASS_TYPE,,C % SPLIT=|,C %
